id,label,type,frequency,author
symbol:coffin,coffin,symbol,27,
symbol:soap,soap,symbol,27,
symbol:demon,demon,symbol,27,
symbol:instant,instant,symbol,27,
symbol:warmth,warmth,symbol,27,
symbol:madness,madness,symbol,27,
symbol:companion,companion,symbol,27,
symbol:eyebrow,eyebrow,symbol,27,
symbol:sport,sport,symbol,27,
symbol:armor,armor,symbol,27,
symbol:lyre,lyre,symbol,27,
symbol:puddle,puddle,symbol,27,
symbol:orchid,orchid,symbol,27,
symbol:infant,infant,symbol,27,
symbol:inch,inch,symbol,27,
symbol:perspective,perspective,symbol,26,
symbol:vanity,vanity,symbol,26,
symbol:wreck,wreck,symbol,26,
symbol:stock,stock,symbol,26,
symbol:signal,signal,symbol,26,
symbol:crate,crate,symbol,26,
symbol:calf,calf,symbol,26,
symbol:scrap,scrap,symbol,26,
symbol:flute,flute,symbol,26,
symbol:search,search,symbol,26,
symbol:wrath,wrath,symbol,26,
symbol:loop,loop,symbol,26,
symbol:hinge,hinge,symbol,26,
symbol:pause,pause,symbol,26,
symbol:site,site,symbol,26,
symbol:lark,lark,symbol,26,
symbol:aspect,aspect,symbol,26,
symbol:continent,continent,symbol,26,
symbol:genius,genius,symbol,26,
symbol:beef,beef,symbol,26,
symbol:glitter,glitter,symbol,26,
symbol:count,count,symbol,26,
symbol:honor,honor,symbol,26,
symbol:channel,channel,symbol,26,
symbol:scheme,scheme,symbol,26,
symbol:wreath,wreath,symbol,26,
symbol:driveway,driveway,symbol,26,
symbol:herb,herb,symbol,26,
symbol:hillside,hillside,symbol,25,
symbol:gum,gum,symbol,25,
symbol:torture,torture,symbol,25,
symbol:aught,aught,symbol,25,
symbol:rumor,rumor,symbol,25,
symbol:script,script,symbol,25,
symbol:prize,prize,symbol,25,
symbol:calendar,calendar,symbol,25,
symbol:melody,melody,symbol,25,
symbol:mirth,mirth,symbol,25,
symbol:pilgrim,pilgrim,symbol,25,
symbol:pepper,pepper,symbol,25,
symbol:passenger,passenger,symbol,25,
symbol:trade,trade,symbol,25,
symbol:debt,debt,symbol,25,
symbol:pad,pad,symbol,25,
symbol:structure,structure,symbol,25,
symbol:portion,portion,symbol,25,
symbol:exchange,exchange,symbol,25,
symbol:thief,thief,symbol,25,
symbol:hound,hound,symbol,25,
symbol:cannon,cannon,symbol,25,
symbol:chocolate,chocolate,symbol,25,
symbol:chorus,chorus,symbol,25,
symbol:minute,minute,symbol,25,
symbol:lawyer,lawyer,symbol,25,
symbol:success,success,symbol,25,
symbol:health,health,symbol,25,
symbol:trumpet,trumpet,symbol,25,
symbol:daffodil,daffodil,symbol,25,
symbol:elevator,elevator,symbol,25,
symbol:atom,atom,symbol,25,
symbol:platform,platform,symbol,25,
symbol:poplar,poplar,symbol,25,
symbol:sum,sum,symbol,25,
symbol:mall,mall,symbol,24,
symbol:subway,subway,symbol,24,
symbol:feature,feature,symbol,24,
symbol:shock,shock,symbol,24,
symbol:growth,growth,symbol,24,
symbol:boyfriend,boyfriend,symbol,24,
symbol:doe,doe,symbol,24,
symbol:victim,victim,symbol,24,
symbol:lime,lime,symbol,24,
symbol:fleet,fleet,symbol,24,
symbol:purple,purple,symbol,24,
symbol:sale,sale,symbol,24,
symbol:wagon,wagon,symbol,24,
symbol:camel,camel,symbol,24,
symbol:test,test,symbol,24,
symbol:coil,coil,symbol,24,
symbol:vase,vase,symbol,24,
symbol:gentleman,gentleman,symbol,24,
symbol:code,code,symbol,24,
symbol:underwear,underwear,symbol,24,
symbol:stall,stall,symbol,24,
symbol:rug,rug,symbol,24,
symbol:factory,factory,symbol,24,
symbol:bill,bill,symbol,24,
symbol:cone,cone,symbol,24,
symbol:candy,candy,symbol,24,
symbol:powder,powder,symbol,24,
symbol:leather,leather,symbol,24,
symbol:loaf,loaf,symbol,24,
symbol:threat,threat,symbol,24,
symbol:crumb,crumb,symbol,23,
symbol:degree,degree,symbol,23,
symbol:proof,proof,symbol,23,
symbol:pillar,pillar,symbol,23,
symbol:crisis,crisis,symbol,23,
symbol:sir,sir,symbol,23,
symbol:rooster,rooster,symbol,23,
symbol:rank,rank,symbol,23,
symbol:press,press,symbol,23,
symbol:rubble,rubble,symbol,23,
symbol:broom,broom,symbol,23,
symbol:group,group,symbol,23,
symbol:olive,olive,symbol,23,
symbol:grin,grin,symbol,23,
symbol:phantom,phantom,symbol,23,
symbol:tissue,tissue,symbol,23,
symbol:surf,surf,symbol,23,
symbol:rust,rust,symbol,23,
symbol:uniform,uniform,symbol,23,
symbol:nickel,nickel,symbol,23,
symbol:cluster,cluster,symbol,23,
symbol:whiskey,whiskey,symbol,23,
symbol:chapter,chapter,symbol,23,
symbol:pyramid,pyramid,symbol,23,
symbol:hem,hem,symbol,23,
symbol:raft,raft,symbol,23,
symbol:empire,empire,symbol,23,
symbol:share,share,symbol,23,
symbol:grasshopper,grasshopper,symbol,23,
symbol:principle,principle,symbol,22,
symbol:lifetime,lifetime,symbol,22,
symbol:swirl,swirl,symbol,22,
symbol:garage,garage,symbol,22,
symbol:penny,penny,symbol,22,
symbol:cotton,cotton,symbol,22,
symbol:toast,toast,symbol,22,
symbol:tin,tin,symbol,22,
symbol:graveyard,graveyard,symbol,22,
symbol:episode,episode,symbol,22,
symbol:falcon,falcon,symbol,22,
symbol:brand,brand,symbol,22,
symbol:tyrant,tyrant,symbol,22,
symbol:bronze,bronze,symbol,22,
symbol:cottage,cottage,symbol,22,
symbol:safety,safety,symbol,22,
symbol:dragon,dragon,symbol,22,
symbol:respect,respect,symbol,22,
symbol:clue,clue,symbol,22,
symbol:mare,mare,symbol,22,
symbol:cricket,cricket,symbol,22,
symbol:sacrifice,sacrifice,symbol,22,
symbol:donkey,donkey,symbol,22,
symbol:legend,legend,symbol,22,
symbol:agony,agony,symbol,22,
symbol:cancer,cancer,symbol,22,
symbol:shack,shack,symbol,22,
symbol:blur,blur,symbol,22,
symbol:harvest,harvest,symbol,22,
symbol:shelter,shelter,symbol,22,
symbol:gene,gene,symbol,22,
symbol:mess,mess,symbol,22,
symbol:monarch,monarch,symbol,22,
symbol:scissor,scissor,symbol,22,
symbol:tourist,tourist,symbol,22,
symbol:president,president,symbol,22,
symbol:garland,garland,symbol,22,
symbol:shroud,shroud,symbol,22,
symbol:cost,cost,symbol,22,
symbol:prospect,prospect,symbol,22,
symbol:dinosaur,dinosaur,symbol,22,
symbol:switch,switch,symbol,22,
symbol:critic,critic,symbol,22,
symbol:plank,plank,symbol,22,
symbol:woodland,woodland,symbol,22,
symbol:talent,talent,symbol,22,
symbol:pressure,pressure,symbol,21,
symbol:bunch,bunch,symbol,21,
symbol:maze,maze,symbol,21,
symbol:telephone,telephone,symbol,21,
symbol:bundle,bundle,symbol,21,
symbol:attack,attack,symbol,21,
symbol:nudity,nudity,symbol,21,
symbol:notion,notion,symbol,21,
symbol:copy,copy,symbol,21,
symbol:garbage,garbage,symbol,21,
symbol:cube,cube,symbol,21,
symbol:halo,halo,symbol,21,
symbol:deal,deal,symbol,21,
symbol:spice,spice,symbol,21,
symbol:ticket,ticket,symbol,21,
symbol:system,system,symbol,21,
symbol:princess,princess,symbol,21,
symbol:darling,darling,symbol,21,
symbol:century,century,symbol,21,
symbol:device,device,symbol,21,
symbol:casket,casket,symbol,21,
symbol:delay,delay,symbol,21,
symbol:carcass,carcass,symbol,21,
symbol:sunflower,sunflower,symbol,21,
symbol:tangle,tangle,symbol,21,
symbol:pitch,pitch,symbol,21,
symbol:female,female,symbol,21,
symbol:cape,cape,symbol,21,
symbol:peasant,peasant,symbol,21,
symbol:goal,goal,symbol,21,
symbol:trout,trout,symbol,21,
symbol:philosophy,philosophy,symbol,21,
symbol:religion,religion,symbol,21,
symbol:cavern,cavern,symbol,21,
symbol:cable,cable,symbol,21,
symbol:bracelet,bracelet,symbol,21,
symbol:grip,grip,symbol,20,
symbol:babe,babe,symbol,20,
symbol:avenue,avenue,symbol,20,
symbol:chill,chill,symbol,20,
symbol:wallet,wallet,symbol,20,
symbol:agent,agent,symbol,20,
symbol:speaker,speaker,symbol,20,
symbol:quarter,quarter,symbol,20,
symbol:opera,opera,symbol,20,
symbol:bond,bond,symbol,20,
symbol:symbol,symbol,symbol,20,
symbol:wren,wren,symbol,20,
symbol:laundry,laundry,symbol,20,
symbol:mill,mill,symbol,20,
symbol:chord,chord,symbol,20,
symbol:jug,jug,symbol,20,
symbol:troop,troop,symbol,20,
symbol:medicine,medicine,symbol,20,
symbol:triangle,triangle,symbol,20,
symbol:reign,reign,symbol,20,
symbol:football,football,symbol,20,
symbol:route,route,symbol,20,
symbol:product,product,symbol,20,
symbol:panic,panic,symbol,20,
symbol:unit,unit,symbol,20,
symbol:crust,crust,symbol,20,
symbol:warrior,warrior,symbol,20,
symbol:approach,approach,symbol,20,
symbol:supper,supper,symbol,20,
symbol:bale,bale,symbol,20,
symbol:ferry,ferry,symbol,19,
symbol:sandal,sandal,symbol,19,
symbol:twist,twist,symbol,19,
symbol:midst,midst,symbol,19,
symbol:fiction,fiction,symbol,19,
symbol:crib,crib,symbol,19,
symbol:wrinkle,wrinkle,symbol,19,
symbol:crash,crash,symbol,19,
symbol:heir,heir,symbol,19,
symbol:linen,linen,symbol,19,
symbol:mat,mat,symbol,19,
symbol:vowel,vowel,symbol,19,
symbol:justice,justice,symbol,19,
symbol:port,port,symbol,19,
symbol:synagogue,synagogue,symbol,19,
symbol:pound,pound,symbol,19,
symbol:cypress,cypress,symbol,19,
symbol:reward,reward,symbol,19,
symbol:mechanic,mechanic,symbol,19,
symbol:behavior,behavior,symbol,19,
symbol:sheaf,sheaf,symbol,19,
symbol:mosquito,mosquito,symbol,19,
symbol:custom,custom,symbol,19,
symbol:footprint,footprint,symbol,19,
symbol:recess,recess,symbol,19,
symbol:cheer,cheer,symbol,19,
symbol:trial,trial,symbol,19,
symbol:judge,judge,symbol,19,
symbol:aura,aura,symbol,19,
symbol:patient,patient,symbol,19,
symbol:bamboo,bamboo,symbol,19,
symbol:flare,flare,symbol,19,
symbol:balance,balance,symbol,19,
symbol:barrel,barrel,symbol,19,
symbol:shoal,shoal,symbol,19,
symbol:rut,rut,symbol,19,
symbol:crop,crop,symbol,19,
symbol:irony,irony,symbol,18,
symbol:courtyard,courtyard,symbol,18,
symbol:ravine,ravine,symbol,18,
symbol:pupil,pupil,symbol,18,
symbol:glimpse,glimpse,symbol,18,
symbol:acid,acid,symbol,18,
symbol:project,project,symbol,18,
symbol:ape,ape,symbol,18,
symbol:particle,particle,symbol,18,
symbol:socket,socket,symbol,18,
symbol:contract,contract,symbol,18,
symbol:range,range,symbol,18,
symbol:earring,earring,symbol,18,
symbol:basin,basin,symbol,18,
symbol:rapture,rapture,symbol,18,
symbol:drama,drama,symbol,18,
symbol:chase,chase,symbol,18,
symbol:essence,essence,symbol,18,
symbol:toilet,toilet,symbol,18,
symbol:razor,razor,symbol,18,
symbol:classroom,classroom,symbol,18,
symbol:nightingale,nightingale,symbol,18,
symbol:marrow,marrow,symbol,18,
symbol:trough,trough,symbol,18,
symbol:lyric,lyric,symbol,18,
symbol:kite,kite,symbol,18,
symbol:nought,nought,symbol,18,
symbol:file,file,symbol,18,
symbol:suicide,suicide,symbol,18,
symbol:counsel,counsel,symbol,18,
symbol:scholar,scholar,symbol,18,
symbol:address,address,symbol,18,
symbol:pollen,pollen,symbol,18,
symbol:slipper,slipper,symbol,18,
symbol:oyster,oyster,symbol,18,
symbol:vulture,vulture,symbol,18,
symbol:cleft,cleft,symbol,18,
symbol:picnic,picnic,symbol,18,
symbol:widow,widow,symbol,18,
symbol:fashion,fashion,symbol,18,
symbol:plastic,plastic,symbol,18,
symbol:cellar,cellar,symbol,18,
symbol:politic,politic,symbol,18,
symbol:parade,parade,symbol,17,
symbol:cruelty,cruelty,symbol,17,
symbol:dollar,dollar,symbol,17,
symbol:chant,chant,symbol,17,
symbol:risk,risk,symbol,17,
symbol:concern,concern,symbol,17,
symbol:hurricane,hurricane,symbol,17,
symbol:patron,patron,symbol,17,
symbol:brass,brass,symbol,17,
symbol:luxury,luxury,symbol,17,
symbol:salmon,salmon,symbol,17,
symbol:diary,diary,symbol,17,
symbol:slice,slice,symbol,17,
symbol:laurel,laurel,symbol,17,
symbol:ore,ore,symbol,17,
symbol:cot,cot,symbol,17,
symbol:zebra,zebra,symbol,17,
symbol:tribute,tribute,symbol,17,
symbol:handful,handful,symbol,17,
symbol:emotion,emotion,symbol,17,
symbol:sting,sting,symbol,17,
symbol:reply,reply,symbol,17,
symbol:refugee,refugee,symbol,17,
symbol:sash,sash,symbol,17,
symbol:debris,debris,symbol,17,
symbol:butt,butt,symbol,17,
symbol:atmosphere,atmosphere,symbol,17,
symbol:howl,howl,symbol,17,
symbol:cushion,cushion,symbol,17,
symbol:shingle,shingle,symbol,17,
symbol:item,item,symbol,17,
symbol:sofa,sofa,symbol,17,
symbol:expert,expert,symbol,17,
symbol:wash,wash,symbol,17,
symbol:plenty,plenty,symbol,17,
symbol:hen,hen,symbol,17,
symbol:pea,pea,symbol,17,
symbol:blouse,blouse,symbol,17,
symbol:helicopter,helicopter,symbol,17,
symbol:estate,estate,symbol,17,
symbol:spectacle,spectacle,symbol,17,
symbol:elder,elder,symbol,17,
symbol:deity,deity,symbol,17,
symbol:brim,brim,symbol,17,
symbol:suitcase,suitcase,symbol,17,
symbol:waz,waz,symbol,17,
symbol:toad,toad,symbol,17,
symbol:spin,spin,symbol,17,
symbol:speck,speck,symbol,16,
symbol:target,target,symbol,16,
symbol:closing,closing,symbol,16,
symbol:public,public,symbol,16,
symbol:notebook,notebook,symbol,16,
symbol:pet,pet,symbol,16,
symbol:paradise,paradise,symbol,16,
symbol:comet,comet,symbol,16,
symbol:signature,signature,symbol,16,
symbol:snowflake,snowflake,symbol,16,
symbol:gardener,gardener,symbol,16,
symbol:ter,ter,symbol,16,
symbol:boar,boar,symbol,16,
symbol:float,float,symbol,16,
symbol:chick,chick,symbol,16,
symbol:cactus,cactus,symbol,16,
symbol:sculpture,sculpture,symbol,16,
symbol:architecture,architecture,symbol,16,
symbol:territory,territory,symbol,16,
symbol:swimmer,swimmer,symbol,16,
symbol:period,period,symbol,16,
symbol:union,union,symbol,16,
symbol:struggle,struggle,symbol,16,
symbol:stride,stride,symbol,16,
symbol:mold,mold,symbol,16,
symbol:stake,stake,symbol,16,
symbol:windshield,windshield,symbol,16,
symbol:lump,lump,symbol,16,
symbol:underworld,underworld,symbol,16,
symbol:crane,crane,symbol,16,
symbol:gang,gang,symbol,16,
symbol:oblivion,oblivion,symbol,16,
symbol:whim,whim,symbol,16,
symbol:traitor,traitor,symbol,16,
symbol:opinion,opinion,symbol,16,
symbol:salesman,salesman,symbol,16,
symbol:fuel,fuel,symbol,16,
symbol:fissure,fissure,symbol,16,
symbol:bike,bike,symbol,16,
symbol:membrane,membrane,symbol,16,
symbol:nostril,nostril,symbol,16,
symbol:trailer,trailer,symbol,16,
symbol:rind,rind,symbol,16,
symbol:cupboard,cupboard,symbol,16,
symbol:copper,copper,symbol,16,
symbol:romance,romance,symbol,16,
symbol:girder,girder,symbol,16,
symbol:feed,feed,symbol,16,
symbol:departure,departure,symbol,16,
symbol:arrival,arrival,symbol,16,
symbol:inmate,inmate,symbol,16,
symbol:fade,fade,symbol,15,
symbol:chore,chore,symbol,15,
symbol:relic,relic,symbol,15,
symbol:expense,expense,symbol,15,
symbol:revel,revel,symbol,15,
symbol:credit,credit,symbol,15,
symbol:command,command,symbol,15,
symbol:design,design,symbol,15,
symbol:blush,blush,symbol,15,
symbol:canst,canst,symbol,15,
symbol:heartbeat,heartbeat,symbol,15,
symbol:dandelion,dandelion,symbol,15,
symbol:material,material,symbol,15,
symbol:murderer,murderer,symbol,15,
symbol:pathway,pathway,symbol,15,
symbol:pickup,pickup,symbol,15,
symbol:midnight,midnight,symbol,15,
symbol:noon,noon,symbol,15,
symbol:society,society,symbol,15,
symbol:pail,pail,symbol,15,
symbol:yarn,yarn,symbol,15,
symbol:flashlight,flashlight,symbol,15,
symbol:slack,slack,symbol,15,
symbol:interval,interval,symbol,15,
symbol:tress,tress,symbol,15,
symbol:hearse,hearse,symbol,15,
symbol:capital,capital,symbol,15,
symbol:webs,webs,symbol,15,
symbol:streak,streak,symbol,15,
symbol:oath,oath,symbol,15,
symbol:raccoon,raccoon,symbol,15,
symbol:trance,trance,symbol,15,
symbol:hog,hog,symbol,15,
symbol:taxi,taxi,symbol,15,
symbol:grid,grid,symbol,15,
symbol:policeman,policeman,symbol,15,
symbol:fluid,fluid,symbol,15,
symbol:swarm,swarm,symbol,15,
symbol:mitten,mitten,symbol,15,
symbol:pitcher,pitcher,symbol,15,
symbol:spire,spire,symbol,15,
symbol:whip,whip,symbol,15,
symbol:blizzard,blizzard,symbol,15,
symbol:clothesline,clothesline,symbol,15,
symbol:demand,demand,symbol,15,
symbol:drain,drain,symbol,15,
symbol:flour,flour,symbol,15,
symbol:oracle,oracle,symbol,15,
symbol:cuckoo,cuckoo,symbol,15,
symbol:video,video,symbol,15,
symbol:clothing,clothing,symbol,15,
symbol:tractor,tractor,symbol,15,
symbol:daye,daye,symbol,15,
symbol:apology,apology,symbol,15,
symbol:mirage,mirage,symbol,15,
symbol:damage,damage,symbol,15,
symbol:hint,hint,symbol,15,
symbol:surgery,surgery,symbol,15,
symbol:yoke,yoke,symbol,15,
symbol:chaos,chaos,symbol,15,
symbol:property,property,symbol,15,
symbol:trill,trill,symbol,15,
symbol:riddle,riddle,symbol,15,
symbol:slate,slate,symbol,15,
symbol:helmet,helmet,symbol,14,
symbol:anthem,anthem,symbol,14,
symbol:gasp,gasp,symbol,14,
symbol:jasmine,jasmine,symbol,14,
symbol:gauze,gauze,symbol,14,
symbol:studio,studio,symbol,14,
symbol:turf,turf,symbol,14,
symbol:tragedy,tragedy,symbol,14,
symbol:glare,glare,symbol,14,
symbol:sod,sod,symbol,14,
symbol:technique,technique,symbol,14,
symbol:tag,tag,symbol,14,
symbol:sausage,sausage,symbol,14,
symbol:granite,granite,symbol,14,
symbol:discontent,discontent,symbol,14,
symbol:mission,mission,symbol,14,
symbol:glue,glue,symbol,14,
symbol:clod,clod,symbol,14,
symbol:mire,mire,symbol,14,
symbol:shuttle,shuttle,symbol,14,
symbol:yonder,yonder,symbol,14,
symbol:wart,wart,symbol,14,
symbol:voyage,voyage,symbol,14,
symbol:steak,steak,symbol,14,
symbol:sire,sire,symbol,14,
symbol:waterfall,waterfall,symbol,14,
symbol:revenge,revenge,symbol,14,
symbol:league,league,symbol,14,
symbol:dye,dye,symbol,14,
symbol:liquor,liquor,symbol,14,
symbol:distress,distress,symbol,14,
symbol:pudding,pudding,symbol,14,
symbol:barley,barley,symbol,14,
symbol:villager,villager,symbol,14,
symbol:firework,firework,symbol,14,
symbol:een,een,symbol,14,
symbol:ceremony,ceremony,symbol,14,
symbol:steeple,steeple,symbol,14,
symbol:vinegar,vinegar,symbol,14,
symbol:quiver,quiver,symbol,14,
symbol:musician,musician,symbol,14,
symbol:asphalt,asphalt,symbol,14,
symbol:sponge,sponge,symbol,14,
symbol:thicket,thicket,symbol,14,
symbol:possum,possum,symbol,14,
symbol:sleet,sleet,symbol,14,
symbol:method,method,symbol,14,
symbol:ginger,ginger,symbol,14,
symbol:scaffold,scaffold,symbol,14,
symbol:blackberry,blackberry,symbol,14,
symbol:impulse,impulse,symbol,14,
symbol:incense,incense,symbol,14,
symbol:walker,walker,symbol,14,
symbol:jet,jet,symbol,14,
symbol:noose,noose,symbol,14,
symbol:gasoline,gasoline,symbol,14,
symbol:sweetheart,sweetheart,symbol,14,
symbol:haste,haste,symbol,14,
symbol:physician,physician,symbol,14,
symbol:leap,leap,symbol,14,
symbol:dominion,dominion,symbol,14,
symbol:offering,offering,symbol,14,
symbol:flaw,flaw,symbol,14,
symbol:drape,drape,symbol,14,
symbol:photographer,photographer,symbol,14,
symbol:committee,committee,symbol,14,
symbol:bayonet,bayonet,symbol,14,
symbol:segment,segment,symbol,14,
symbol:biscuit,biscuit,symbol,14,
symbol:necklace,necklace,symbol,14,
symbol:quilt,quilt,symbol,14,
symbol:locust,locust,symbol,14,
symbol:weeping,weeping,symbol,14,
symbol:ward,ward,symbol,14,
symbol:soot,soot,symbol,14,
symbol:flutter,flutter,symbol,14,
symbol:ripple,ripple,symbol,14,
symbol:response,response,symbol,14,
symbol:strawberry,strawberry,symbol,14,
symbol:pilot,pilot,symbol,13,
symbol:fawn,fawn,symbol,13,
symbol:panel,panel,symbol,13,
symbol:chasm,chasm,symbol,13,
symbol:clearing,clearing,symbol,13,
symbol:crosse,crosse,symbol,13,
symbol:variety,variety,symbol,13,
symbol:farmhouse,farmhouse,symbol,13,
symbol:aid,aid,symbol,13,
symbol:dar,dar,symbol,13,
symbol:tour,tour,symbol,13,
symbol:computer,computer,symbol,13,
symbol:washing,washing,symbol,13,
symbol:margin,margin,symbol,13,
symbol:scorpion,scorpion,symbol,13,
symbol:fowl,fowl,symbol,13,
symbol:horseman,horseman,symbol,13,
symbol:currency,currency,symbol,13,
symbol:puppet,puppet,symbol,13,
symbol:hull,hull,symbol,13,
symbol:conquest,conquest,symbol,13,
symbol:dough,dough,symbol,13,
symbol:costume,costume,symbol,13,
symbol:extent,extent,symbol,13,
symbol:entry,entry,symbol,13,
symbol:furrow,furrow,symbol,13,
symbol:filth,filth,symbol,13,
symbol:drought,drought,symbol,13,
symbol:tendency,tendency,symbol,13,
symbol:bum,bum,symbol,13,
symbol:glint,glint,symbol,13,
symbol:scroll,scroll,symbol,13,
symbol:posture,posture,symbol,13,
symbol:cycle,cycle,symbol,13,
symbol:playground,playground,symbol,13,
symbol:tremor,tremor,symbol,13,
symbol:reminder,reminder,symbol,13,
symbol:greed,greed,symbol,13,
symbol:colony,colony,symbol,13,
symbol:survival,survival,symbol,13,
symbol:burial,burial,symbol,13,
symbol:pulp,pulp,symbol,13,
symbol:stench,stench,symbol,13,
symbol:surrender,surrender,symbol,13,
symbol:fatigue,fatigue,symbol,13,
symbol:grandparent,grandparent,symbol,13,
symbol:grit,grit,symbol,13,
symbol:skyscraper,skyscraper,symbol,13,
symbol:urn,urn,symbol,13,
symbol:grocery,grocery,symbol,13,
symbol:pursuit,pursuit,symbol,13,
symbol:icon,icon,symbol,13,
symbol:strap,strap,symbol,13,
symbol:mode,mode,symbol,13,
symbol:hovel,hovel,symbol,13,
symbol:incident,incident,symbol,13,
symbol:keeper,keeper,symbol,13,
symbol:sunrise,sunrise,symbol,13,
symbol:descent,descent,symbol,13,
symbol:cafe,cafe,symbol,13,
symbol:leisure,leisure,symbol,13,
symbol:terminal,terminal,symbol,13,
